,SaleDate,ParcelNumber,SaleAmount,Latitude,Longitude,RecordID_Int,Unit,UseCode,Style,Grade,YearBuilt,Bedrooms,HalfBathrooms,FullBathrooms,BasementGarage,NumberOfStories,SquareFootageFinishedLiving,Address,FullAddress,Neighborhood,$/SqFt
3504,2012-11-15,21A090100,450000,38.015285,-78.50784399999998,3403,,Single Family,1.5 Story,B,2013.0,3,0,2,0,1.66,1753.0,100 CHRISTA CT,100 CHRISTA CT,Fry's Spring,256.70279520821447
3505,2013-08-02,21A090200,376937,38.015166,-78.50766899999998,3404,,Single Family,2 Story,B,2013.0,4,1,3,0,2.00,1810.0,102 CHRISTA CT,102 CHRISTA CT,Fry's Spring,208.2524861878453
3506,2012-11-15,21A090200,450000,38.015166,-78.50766899999998,3404,,Single Family,2 Story,B,2013.0,4,1,3,0,2.00,1810.0,102 CHRISTA CT,102 CHRISTA CT,Fry's Spring,248.61878453038673
3507,2014-05-27,21A090300,379900,38.01501,-78.507626,3405,,Single Family,1.5 Story,B,2013.0,4,1,3,0,1.50,2189.0,104 CHRISTA CT,104 CHRISTA CT,Fry's Spring,173.54956601187757
3508,2012-11-15,21A090300,450000,38.01501,-78.507626,3405,,Single Family,1.5 Story,B,2013.0,4,1,3,0,1.50,2189.0,104 CHRISTA CT,104 CHRISTA CT,Fry's Spring,205.5733211512106
3509,2017-06-23,21A090300,475000,38.01501,-78.507626,3405,,Single Family,1.5 Story,B,2013.0,4,1,3,0,1.50,2189.0,104 CHRISTA CT,104 CHRISTA CT,Fry's Spring,216.99406121516674
3510,2012-11-15,21A090400,450000,38.014862,-78.50765299999998,3406,,Single Family,1.5 Story,B,2013.0,3,1,2,0,1.75,2224.0,106 CHRISTA CT,106 CHRISTA CT,Fry's Spring,202.33812949640287
3511,2013-12-17,21A090400,465000,38.014862,-78.50765299999998,3406,,Single Family,1.5 Story,B,2013.0,3,1,2,0,1.75,2224.0,106 CHRISTA CT,106 CHRISTA CT,Fry's Spring,209.08273381294964
3512,2013-12-31,21A090500,450000,38.01477,-78.507865,3407,,Single Family,2 Story,B,2013.0,5,1,3,0,2.00,2320.0,108 CHRISTA CT,108 CHRISTA CT,Fry's Spring,193.9655172413793
3513,2012-11-15,21A090500,450000,38.01477,-78.507865,3407,,Single Family,2 Story,B,2013.0,5,1,3,0,2.00,2320.0,108 CHRISTA CT,108 CHRISTA CT,Fry's Spring,193.9655172413793
3514,2018-03-29,21A090500,596000,38.01477,-78.507865,3407,,Single Family,2 Story,B,2013.0,5,1,3,0,2.00,2320.0,108 CHRISTA CT,108 CHRISTA CT,Fry's Spring,256.8965517241379
3515,2012-11-15,21A090600,450000,38.014776,-78.50812499999998,3408,,Single Family,2 Story,B,2013.0,4,1,3,2,2.00,2368.0,107 CHRISTA CT,107 CHRISTA CT,Fry's Spring,190.03378378378378
3516,2019-05-06,21A090600,605000,38.014776,-78.50812499999998,3408,,Single Family,2 Story,B,2013.0,4,1,3,2,2.00,2368.0,107 CHRISTA CT,107 CHRISTA CT,Fry's Spring,255.48986486486487
3517,2014-04-03,21A090600,455000,38.014776,-78.50812499999998,3408,,Single Family,2 Story,B,2013.0,4,1,3,2,2.00,2368.0,107 CHRISTA CT,107 CHRISTA CT,Fry's Spring,192.14527027027026
3518,2012-11-15,21A090700,450000,38.014887,-78.50818000000001,3409,,Single Family,2 Story (Avg),B,2014.0,3,1,2,2,2.0,1888.0,105 CHRISTA CT,105 CHRISTA CT,Fry's Spring,238.34745762711864
3519,2014-02-21,21A090700,457731,38.014887,-78.50818000000001,3409,,Single Family,2 Story (Avg),B,2014.0,3,1,2,2,2.0,1888.0,105 CHRISTA CT,105 CHRISTA CT,Fry's Spring,242.44226694915255
3520,2012-11-15,21A090800,450000,38.015014,-78.50823299999998,3410,,Single Family,2 Story (Avg),B,2013.0,3,1,2,0,2.00,1848.0,103 CHRISTA CT,103 CHRISTA CT,Fry's Spring,243.5064935064935
3521,2013-10-15,21A090800,374900,38.015014,-78.50823299999998,3410,,Single Family,2 Story (Avg),B,2013.0,3,1,2,0,2.00,1848.0,103 CHRISTA CT,103 CHRISTA CT,Fry's Spring,202.86796536796535
3522,2013-10-15,21A090800,374900,38.015014,-78.50823299999998,3410,,Single Family,2 Story (Avg),B,2013.0,3,1,2,0,2.00,1848.0,103 CHRISTA CT,103 CHRISTA CT,Fry's Spring,202.86796536796535
3523,2014-02-06,21A090900,330890,38.015178999999996,-78.508301,3411,,Single Family,2 Story (Avg),B,2013.0,3,1,2,0,2.00,1812.0,101 CHRISTA CT,101 CHRISTA CT,Fry's Spring,182.6103752759382
3524,2012-11-15,21A090900,450000,38.015178999999996,-78.508301,3411,,Single Family,2 Story (Avg),B,2013.0,3,1,2,0,2.00,1812.0,101 CHRISTA CT,101 CHRISTA CT,Fry's Spring,248.34437086092714
3525,2009-07-10,21A091000,350000,38.01546769999999,-78.50797860000002,3412,,Single Family,1 Sty w/ Bsmt,C,1940.0,3,1,2,0,1.00,1644.0,128 HARRIS RD,128 HARRIS RD,Fry's Spring,212.89537712895378
3526,2013-06-05,21A092000,289900,38.015718400000004,-78.5076235,3413,,Single Family,2 Story,B,2013.0,3,1,2,0,2.00,1572.0,200 HARRIS RD,200 HARRIS RD,Fry's Spring,184.4147582697201
3527,2012-11-02,21A092000,85000,38.015718400000004,-78.5076235,3413,,Single Family,2 Story,B,2013.0,3,1,2,0,2.00,1572.0,200 HARRIS RD,200 HARRIS RD,Fry's Spring,54.07124681933842
3528,2013-04-29,21A092100,273200,38.0156907,-78.5077567,3414,,Single Family,2 Story (Avg),B,2013.0,3,1,2,0,2.00,1502.0,130 HARRIS RD,130 HARRIS RD,Fry's Spring,181.89081225033289
3529,2012-11-02,21A092100,85000,38.0156907,-78.5077567,3414,,Single Family,2 Story (Avg),B,2013.0,3,1,2,0,2.00,1502.0,130 HARRIS RD,130 HARRIS RD,Fry's Spring,56.59121171770972
3530,2018-08-01,21A092100,359700,38.0156907,-78.5077567,3414,,Single Family,2 Story (Avg),B,2013.0,3,1,2,0,2.00,1502.0,130 HARRIS RD,130 HARRIS RD,Fry's Spring,239.48069241011984
3531,2018-09-13,21A094000,245000,38.015769399999996,-78.50731280000001,3415,,Single Family,1 Sty No Bsmt,C -,1940.0,2,0,1,0,1.00,1234.0,204 HARRIS RD,204 HARRIS RD,Fry's Spring,198.54132901134523
3532,2019-01-25,21A094000,282500,38.015769399999996,-78.50731280000001,3415,,Single Family,1 Sty No Bsmt,C -,1940.0,2,0,1,0,1.00,1234.0,204 HARRIS RD,204 HARRIS RD,Fry's Spring,228.93030794165315
3533,2013-11-18,21A095000,220000,38.0157971,-78.50717970000001,3416,,Single Family,1 Sty w/ Bsmt,C,1940.0,2,1,1,0,1.00,1147.0,206 HARRIS RD,206 HARRIS RD,Fry's Spring,191.8047079337402
3534,2004-11-18,21A095000,224000,38.0157971,-78.50717970000001,3416,,Single Family,1 Sty w/ Bsmt,C,1940.0,2,1,1,0,1.00,1147.0,206 HARRIS RD,206 HARRIS RD,Fry's Spring,195.2920662598082
3535,2004-01-30,21A095000,127000,38.0157971,-78.50717970000001,3416,,Single Family,1 Sty w/ Bsmt,C,1940.0,2,1,1,0,1.00,1147.0,206 HARRIS RD,206 HARRIS RD,Fry's Spring,110.72362685265911
3536,2019-12-10,21A095000,283000,38.0157971,-78.50717970000001,3416,,Single Family,1 Sty w/ Bsmt,C,1940.0,2,1,1,0,1.00,1147.0,206 HARRIS RD,206 HARRIS RD,Fry's Spring,246.73060156931123
3537,2013-07-18,21A095A00,355000,38.0158612,-78.5070021,3417,,Single Family,1.5 Story,B,2005.0,3,1,2,0,1.75,1653.0,208 HARRIS RD,208 HARRIS RD,Fry's Spring,214.7610405323654
3538,2004-02-17,21A095A00,39500,38.0158612,-78.5070021,3417,,Single Family,1.5 Story,B,2005.0,3,1,2,0,1.75,1653.0,208 HARRIS RD,208 HARRIS RD,Fry's Spring,23.895946763460376
3539,2000-06-30,21A097000,94000,38.0159398,-78.5065583,3419,,Single Family,1 Story,C,1962.0,3,0,1,0,1.00,991.0,212 HARRIS RD,212 HARRIS RD,Fry's Spring,94.85368314833501
3540,2018-08-21,21A098000,293000,38.015855200000004,-78.50611440000002,3420,,Single Family,1 Story,C +,1962.0,3,1,1,0,1.00,1080.0,300 HARRIS RD,300 HARRIS RD,Fry's Spring,271.2962962962963
3541,2017-12-08,21A098000,220000,38.015855200000004,-78.50611440000002,3420,,Single Family,1 Story,C +,1962.0,3,1,1,0,1.00,1080.0,300 HARRIS RD,300 HARRIS RD,Fry's Spring,203.7037037037037
3542,2009-12-18,21A099100,240000,38.0145365,-78.507323,3422,,Duplex,Split-Foyer,C +,1969.0,5,1,2,0,1.00,1177.0,517 MOSELEY DR,517 MOSELEY DR,Fry's Spring,203.90824129141888
3543,2017-06-12,21A099100,314900,38.0145365,-78.507323,3422,,Duplex,Split-Foyer,C +,1969.0,5,1,2,0,1.00,1177.0,517 MOSELEY DR,517 MOSELEY DR,Fry's Spring,267.5446049277825
3544,2013-06-12,21A099100,273000,38.0145365,-78.507323,3422,,Duplex,Split-Foyer,C +,1969.0,5,1,2,0,1.00,1177.0,517 MOSELEY DR,517 MOSELEY DR,Fry's Spring,231.94562446898897
3545,2010-10-15,21A099130,219000,38.0150813,-78.5069578,3425,,Single Family,Split-Foyer,B,1970.0,4,1,2,0,1.00,1104.0,509 MOSELEY DR,509 MOSELEY DR,Fry's Spring,198.3695652173913
3546,2004-05-12,21A099130,192500,38.0150813,-78.5069578,3425,,Single Family,Split-Foyer,B,1970.0,4,1,2,0,1.00,1104.0,509 MOSELEY DR,509 MOSELEY DR,Fry's Spring,174.3659420289855
3547,2016-12-14,21A099130,310000,38.0150813,-78.5069578,3425,,Single Family,Split-Foyer,B,1970.0,4,1,2,0,1.00,1104.0,509 MOSELEY DR,509 MOSELEY DR,Fry's Spring,280.7971014492754
3548,2002-12-16,21A099180,134000,38.0155559,-78.50689100000001,3430,,Single Family Attached,2 Sty Attached,C -,1981.0,3,1,2,0,2.00,1512.0,501-B MOSELEY DR,501-B MOSELEY DR,Fry's Spring,88.62433862433862
3549,2019-03-27,21A099180,203000,38.0155559,-78.50689100000001,3430,,Single Family Attached,2 Sty Attached,C -,1981.0,3,1,2,0,2.00,1512.0,501-B MOSELEY DR,501-B MOSELEY DR,Fry's Spring,134.25925925925927
3550,2002-04-02,21A099180,99500,38.0155559,-78.50689100000001,3430,,Single Family Attached,2 Sty Attached,C -,1981.0,3,1,2,0,2.00,1512.0,501-B MOSELEY DR,501-B MOSELEY DR,Fry's Spring,65.8068783068783
3551,2010-07-16,21A099190,180000,38.015653,-78.506715,3431,,Single Family Attached,2 Story,C,1981.0,4,0,3,0,2.00,1522.0,501-A MOSELEY DR,501-A MOSELEY DR,Fry's Spring,118.26544021024966
3552,2006-02-08,21A099200,156000,38.015623,-78.5061319,3432,,Single Family Attached,1 Story,C,1987.0,3,1,2,0,1.00,795.0,500-A MOSELEY DR,500-A MOSELEY DR,Fry's Spring,196.22641509433961
3553,2006-02-08,21A099200,156000,38.015623,-78.5061319,3432,,Single Family Attached,1 Story,C,1987.0,3,1,2,0,1.00,795.0,500-A MOSELEY DR,500-A MOSELEY DR,Fry's Spring,196.22641509433961
3554,2000-06-13,21A099210,93500,38.015545,-78.506168,3433,,Single Family Attached,1 Story,C,1987.0,3,1,2,0,1.00,788.0,500-B MOSELEY DR,500-B MOSELEY DR,Fry's Spring,118.65482233502539
3555,2014-08-21,21A099210,141000,38.015545,-78.506168,3433,,Single Family Attached,1 Story,C,1987.0,3,1,2,0,1.00,788.0,500-B MOSELEY DR,500-B MOSELEY DR,Fry's Spring,178.93401015228426
3556,2005-02-01,21A099220,120000,38.01547,-78.50621600000001,3434,,Single Family Attached,1 Story,C,1987.0,3,1,2,0,1.00,799.0,502-A MOSELEY DR,502-A MOSELEY DR,Fry's Spring,150.18773466833542
3557,2018-08-13,21A099220,210000,38.01547,-78.50621600000001,3434,,Single Family Attached,1 Story,C,1987.0,3,1,2,0,1.00,799.0,502-A MOSELEY DR,502-A MOSELEY DR,Fry's Spring,262.828535669587
3558,2013-05-01,21A099240,133000,38.015306,-78.50630799999998,3436,,Single Family Attached,2 Story,C,1989.0,3,1,2,0,2.00,1260.0,504-A MOSELEY DR,504-A MOSELEY DR,Fry's Spring,105.55555555555556
3559,2002-09-12,21A099250,89850,38.015209000000006,-78.506365,3437,,Single Family Attached,2 Story,C,1989.0,3,2,1,0,2.00,1260.0,504-B MOSELEY DR,504-B MOSELEY DR,Fry's Spring,71.30952380952381
3560,2005-04-28,21A099250,166900,38.015209000000006,-78.506365,3437,,Single Family Attached,2 Story,C,1989.0,3,2,1,0,2.00,1260.0,504-B MOSELEY DR,504-B MOSELEY DR,Fry's Spring,132.46031746031747
3561,2019-08-27,21A099260,55244,38.015107,-78.506424,3438,,Single Family Attached,2 Story,C,1990.0,3,1,2,0,2.00,1260.0,506-A MOSELEY DR,506-A MOSELEY DR,Fry's Spring,43.84444444444444
3562,2003-06-03,21A099270,129500,38.014998999999996,-78.506466,3439,,Single Family Attached,2 Story,C,1990.0,3,1,3,0,2.00,1260.0,506-B MOSELEY DR,506-B MOSELEY DR,Fry's Spring,102.77777777777777
3563,2000-09-08,21A099270,98500,38.014998999999996,-78.506466,3439,,Single Family Attached,2 Story,C,1990.0,3,1,3,0,2.00,1260.0,506-B MOSELEY DR,506-B MOSELEY DR,Fry's Spring,78.17460317460318
3564,2015-03-16,21A099270,205000,38.014998999999996,-78.506466,3439,,Single Family Attached,2 Story,C,1990.0,3,1,3,0,2.00,1260.0,506-B MOSELEY DR,506-B MOSELEY DR,Fry's Spring,162.6984126984127
3565,2015-03-16,21A099270,205000,38.014998999999996,-78.506466,3439,,Single Family Attached,2 Story,C,1990.0,3,1,3,0,2.00,1260.0,506-B MOSELEY DR,506-B MOSELEY DR,Fry's Spring,162.6984126984127
3566,2016-09-30,21A099280,215500,38.014905999999996,-78.506478,3440,,Single Family Attached,2 Story,C,1989.0,4,1,3,0,2.00,1260.0,508-A MOSELEY DR,508-A MOSELEY DR,Fry's Spring,171.03174603174602
3567,2006-08-01,21A099280,229501,38.014905999999996,-78.506478,3440,,Single Family Attached,2 Story,C,1989.0,4,1,3,0,2.00,1260.0,508-A MOSELEY DR,508-A MOSELEY DR,Fry's Spring,182.1436507936508
3568,2007-03-28,21A099290,185000,38.014819,-78.506484,3441,,Single Family Attached,2 Story,C,1989.0,0,1,1,0,2.00,1260.0,508-B MOSELEY DR,508-B MOSELEY DR,Fry's Spring,146.82539682539684
3569,2010-11-22,21A099290,121000,38.014819,-78.506484,3441,,Single Family Attached,2 Story,C,1989.0,0,1,1,0,2.00,1260.0,508-B MOSELEY DR,508-B MOSELEY DR,Fry's Spring,96.03174603174604
3570,2016-03-16,21A099500,24000,38.014516,-78.5067016,3443,,Single Family,1 Story,C,1969.0,3,1,1,0,1.00,1163.0,512 MOSELEY DR,512 MOSELEY DR,Fry's Spring,20.63628546861565
3571,2007-08-15,21A099800,266000,38.014124,-78.50727859999998,3446,,Single Family,Split-Foyer,C,1969.0,2,0,1,0,1.00,1181.0,518 MOSELEY DR,518 MOSELEY DR,Fry's Spring,225.2328535139712
3572,2004-06-15,21A099800,205000,38.014124,-78.50727859999998,3446,,Single Family,Split-Foyer,C,1969.0,2,0,1,0,1.00,1181.0,518 MOSELEY DR,518 MOSELEY DR,Fry's Spring,173.58171041490263
3573,2003-03-03,21A099800,173900,38.014124,-78.50727859999998,3446,,Single Family,Split-Foyer,C,1969.0,2,0,1,0,1.00,1181.0,518 MOSELEY DR,518 MOSELEY DR,Fry's Spring,147.24809483488568
3574,2002-05-07,21A099800,150000,38.014124,-78.50727859999998,3446,,Single Family,Split-Foyer,C,1969.0,2,0,1,0,1.00,1181.0,518 MOSELEY DR,518 MOSELEY DR,Fry's Spring,127.01100762066045
3575,2004-07-26,21A099900,220000,38.014435999999996,-78.507545,3447,,Single Family,Split-Level,C,1969.0,3,0,2,0,2.00,1801.0,519 MOSELEY DR,519 MOSELEY DR,Fry's Spring,122.15435868961688
3576,2018-12-19,21A100001,399900,38.0154759,-78.5056528,3450,,Single Family,2 Story,B -,2017.0,3,1,2,No dat,2.0,2070.0,2607 NAYLOR ST,2607 NAYLOR ST,Fry's Spring,193.18840579710144
3577,2016-11-10,21A100001,95000,38.0154759,-78.5056528,3450,,Single Family,2 Story,B -,2017.0,3,1,2,No dat,2.0,2070.0,2607 NAYLOR ST,2607 NAYLOR ST,Fry's Spring,45.893719806763286
3578,2013-04-16,21A100A00,293000,38.0157386,-78.5057593,3457,,Single Family,1.5 Sty (Avg),C++,2007.0,4,1,3,0,1.75,2237.0,308 HARRIS RD,308 HARRIS RD,Fry's Spring,130.97898971837282
3579,2019-05-07,21A100A00,389000,38.0157386,-78.5057593,3457,,Single Family,1.5 Sty (Avg),C++,2007.0,4,1,3,0,1.75,2237.0,308 HARRIS RD,308 HARRIS RD,Fry's Spring,173.8936075100581
3580,2009-07-10,21A100A00,299000,38.0157386,-78.5057593,3457,,Single Family,1.5 Sty (Avg),C++,2007.0,4,1,3,0,1.75,2237.0,308 HARRIS RD,308 HARRIS RD,Fry's Spring,133.66115333035316
3581,2019-05-07,21A100B00,387000,38.0156846,-78.5056262,3458,,Single Family,2 Story,C,2015.0,3,1,2,No dat,2,2088.0,310 HARRIS RD,310 HARRIS RD,Fry's Spring,185.3448275862069
3582,2014-10-21,21A100B00,78000,38.0156846,-78.5056262,3458,,Single Family,2 Story,C,2015.0,3,1,2,No dat,2,2088.0,310 HARRIS RD,310 HARRIS RD,Fry's Spring,37.35632183908046
3583,2015-09-28,21A100B00,340000,38.0156846,-78.5056262,3458,,Single Family,2 Story,C,2015.0,3,1,2,No dat,2,2088.0,310 HARRIS RD,310 HARRIS RD,Fry's Spring,162.8352490421456
3584,2014-10-21,21A100C00,78000,38.015639799999995,-78.50548189999998,3459,,Single Family,2 Story,B,2014.0,3,1,2,No dat,2,2088.0,312 HARRIS RD,312 HARRIS RD,Fry's Spring,37.35632183908046
3585,2015-12-21,21A100C00,329900,38.015639799999995,-78.50548189999998,3459,,Single Family,2 Story,B,2014.0,3,1,2,No dat,2,2088.0,312 HARRIS RD,312 HARRIS RD,Fry's Spring,157.99808429118775
3586,2014-05-27,21A101000,208000,38.0155096,-78.5050935,3460,,Single Family,1 Story,C,1960.0,2,0,1,0,1.00,812.0,402 HARRIS RD,402 HARRIS RD,Fry's Spring,256.1576354679803
3587,2005-11-22,21A101000,165000,38.0155096,-78.5050935,3460,,Single Family,1 Story,C,1960.0,2,0,1,0,1.00,812.0,402 HARRIS RD,402 HARRIS RD,Fry's Spring,203.20197044334975
3588,2017-02-16,21A101000,245000,38.0155096,-78.5050935,3460,,Single Family,1 Story,C,1960.0,2,0,1,0,1.00,812.0,402 HARRIS RD,402 HARRIS RD,Fry's Spring,301.7241379310345
3589,2001-06-13,21A103000,112000,38.0153653,-78.50487159999999,3461,,Single Family-1 Conversion,1 Sty w/ Bsmt,C,1939.0,5,0,2,0,1.00,1073.0,406 HARRIS RD,406 HARRIS RD,Fry's Spring,104.38024231127679
3590,2006-08-01,21A103000,213500,38.0153653,-78.50487159999999,3461,,Single Family-1 Conversion,1 Sty w/ Bsmt,C,1939.0,5,0,2,0,1.00,1073.0,406 HARRIS RD,406 HARRIS RD,Fry's Spring,198.9748369058714
3591,2016-06-16,21A103000,216000,38.0153653,-78.50487159999999,3461,,Single Family-1 Conversion,1 Sty w/ Bsmt,C,1939.0,5,0,2,0,1.00,1073.0,406 HARRIS RD,406 HARRIS RD,Fry's Spring,201.30475302889096
3592,2005-10-18,21A103000,180000,38.0153653,-78.50487159999999,3461,,Single Family-1 Conversion,1 Sty w/ Bsmt,C,1939.0,5,0,2,0,1.00,1073.0,406 HARRIS RD,406 HARRIS RD,Fry's Spring,167.75396085740914
3593,2015-12-08,21A113000,217000,38.016057700000005,-78.50527109999999,3466,,Single Family,1 Story,C,1963.0,3,1,1,0,1.00,1068.0,309 HARRIS RD,309 HARRIS RD,Fry's Spring,203.18352059925093
3594,2004-08-31,21A114000,159100,38.016562,-78.5050047,3467,,Single Family,1 Story,C,1952.0,2,0,1,0,1.00,1045.0,2519 NAYLOR ST,2519 NAYLOR ST,Fry's Spring,152.2488038277512
3595,2005-05-31,21A119000,167838,38.01699989999999,-78.5042723,3473,,Single Family Attached,2 Story,C,1975.0,3,2,1,0,2.00,1298.0,2508 NAYLOR ST,2508 NAYLOR ST,Fry's Spring,129.3050847457627
3596,2002-06-11,21A119000,440000,38.01699989999999,-78.5042723,3473,,Single Family Attached,2 Story,C,1975.0,3,2,1,0,2.00,1298.0,2508 NAYLOR ST,2508 NAYLOR ST,Fry's Spring,338.9830508474576
3597,2005-06-16,21A119A00,174950,38.0170187,-78.50432289999998,3474,,Single Family Attached,2 Sty Attached,C -,1975.0,3,2,1,0,2.00,1280.0,2506 NAYLOR ST,2506 NAYLOR ST,Fry's Spring,136.6796875
3598,2009-06-02,21A119A00,167000,38.0170187,-78.50432289999998,3474,,Single Family Attached,2 Sty Attached,C -,1975.0,3,2,1,0,2.00,1280.0,2506 NAYLOR ST,2506 NAYLOR ST,Fry's Spring,130.46875
3599,2019-03-25,21A119A00,190000,38.0170187,-78.50432289999998,3474,,Single Family Attached,2 Sty Attached,C -,1975.0,3,2,1,0,2.00,1280.0,2506 NAYLOR ST,2506 NAYLOR ST,Fry's Spring,148.4375
3600,2002-06-11,21A120000,440000,38.01683,-78.504296,3475,,Single Family Attached,2 Story,C,1975.0,3,2,1,0,2.00,1298.0,2512 NAYLOR ST,2512 NAYLOR ST,Fry's Spring,338.9830508474576
3601,2005-01-04,21A120000,159950,38.01683,-78.504296,3475,,Single Family Attached,2 Story,C,1975.0,3,2,1,0,2.00,1298.0,2512 NAYLOR ST,2512 NAYLOR ST,Fry's Spring,123.22804314329738
3602,2005-05-03,21A120A00,159900,38.0168653,-78.50428240000001,3476,,Single Family Attached,2 Story,C,1975.0,3,2,1,0,2.00,1298.0,2510 NAYLOR ST,2510 NAYLOR ST,Fry's Spring,123.18952234206472
3603,2002-06-11,21A121000,440000,38.016634,-78.50437590000001,3477,,Single Family Attached,2 Story,C,1975.0,3,2,1,0,2.00,1298.0,2516 NAYLOR ST,2516 NAYLOR ST,Fry's Spring,338.9830508474576
3604,2005-07-01,21A121000,180000,38.016634,-78.50437590000001,3477,,Single Family Attached,2 Story,C,1975.0,3,2,1,0,2.00,1298.0,2516 NAYLOR ST,2516 NAYLOR ST,Fry's Spring,138.6748844375963
3605,2005-06-15,21A121A00,180000,38.016712,-78.504341,3478,,Single Family Attached,2 Story,C,1975.0,3,2,1,0,2.00,1298.0,2514 NAYLOR ST,2514 NAYLOR ST,Fry's Spring,138.6748844375963
3606,2007-07-20,21A121A00,186500,38.016712,-78.504341,3478,,Single Family Attached,2 Story,C,1975.0,3,2,1,0,2.00,1298.0,2514 NAYLOR ST,2514 NAYLOR ST,Fry's Spring,143.68258859784282
3607,2016-02-23,21A123000,246000,38.0163506,-78.50451650000001,3480,,Duplex,2 Story,C,1975.0,6,4,2,0,2.00,2640.0,2520 NAYLOR ST,2520 NAYLOR ST,Fry's Spring,93.18181818181819
3608,2016-02-23,21A124000,246000,38.01619609999999,-78.5046053,3481,,Duplex,2 Story,C,1975.0,6,4,2,0,2.00,2640.0,2522 NAYLOR ST,2522 NAYLOR ST,Fry's Spring,93.18181818181819
3609,2005-08-08,21A127000,209000,38.0156976,-78.50451650000001,3483,A&B,Duplex,2 Story,C,1989.0,4,2,2,0,2.00,2348.0,407 HARRIS RD,407 HARRIS RD A&B,Fry's Spring,89.01192504258944
3610,2002-02-27,21A127000,135750,38.0156976,-78.50451650000001,3483,A&B,Duplex,2 Story,C,1989.0,4,2,2,0,2.00,2348.0,407 HARRIS RD,407 HARRIS RD A&B,Fry's Spring,57.81516183986371
3611,2004-03-19,21A129100,160000,38.015808,-78.50439,3485,,Single Family Attached,2 Sty Attached,C,1993.0,3,1,2,0,2.00,1323.0,103 LODGE CREEK CIR,103 LODGE CREEK CIR,Fry's Spring,120.93726379440665
3612,2005-08-18,21A129100,195000,38.015808,-78.50439,3485,,Single Family Attached,2 Sty Attached,C,1993.0,3,1,2,0,2.00,1323.0,103 LODGE CREEK CIR,103 LODGE CREEK CIR,Fry's Spring,147.3922902494331
3613,2015-06-19,21A129101,94500,38.016578,-78.50383199999999,3486,,Single Family Attached,1.5 Sty Attached,C,1994.0,3,0,2,0,1.50,1224.0,121 LODGE CREEK CIR,121 LODGE CREEK CIR,Fry's Spring,77.20588235294117
3614,2015-01-28,21A129101,107273,38.016578,-78.50383199999999,3486,,Single Family Attached,1.5 Sty Attached,C,1994.0,3,0,2,0,1.50,1224.0,121 LODGE CREEK CIR,121 LODGE CREEK CIR,Fry's Spring,87.64133986928104
3615,2004-02-27,21A129110,155000,38.016783399999994,-78.50393940000001,3487,,Single Family Attached,2 Sty Attached,C,1995.0,3,1,1,0,2.00,1362.0,123 LODGE CREEK CIR,123 LODGE CREEK CIR,Fry's Spring,113.80323054331865
3616,2007-07-23,21A129110,200000,38.016783399999994,-78.50393940000001,3487,,Single Family Attached,2 Sty Attached,C,1995.0,3,1,1,0,2.00,1362.0,123 LODGE CREEK CIR,123 LODGE CREEK CIR,Fry's Spring,146.84287812041117
3617,2008-11-25,21A129110,199000,38.016783399999994,-78.50393940000001,3487,,Single Family Attached,2 Sty Attached,C,1995.0,3,1,1,0,2.00,1362.0,123 LODGE CREEK CIR,123 LODGE CREEK CIR,Fry's Spring,146.1086637298091
3618,2005-04-14,21A129110,167000,38.016783399999994,-78.50393940000001,3487,,Single Family Attached,2 Sty Attached,C,1995.0,3,1,1,0,2.00,1362.0,123 LODGE CREEK CIR,123 LODGE CREEK CIR,Fry's Spring,122.61380323054333
3619,2001-06-05,21A129110,118000,38.016783399999994,-78.50393940000001,3487,,Single Family Attached,2 Sty Attached,C,1995.0,3,1,1,0,2.00,1362.0,123 LODGE CREEK CIR,123 LODGE CREEK CIR,Fry's Spring,86.63729809104258
3620,2013-06-07,21A129120,161000,38.016812,-78.503883,3488,,Single Family Attached,2 Sty Attached,C,1995.0,3,1,2,0,2.00,1322.0,125 LODGE CREEK CIR,125 LODGE CREEK CIR,Fry's Spring,121.78517397881997
3621,2007-06-22,21A129120,193000,38.016812,-78.503883,3488,,Single Family Attached,2 Sty Attached,C,1995.0,3,1,2,0,2.00,1322.0,125 LODGE CREEK CIR,125 LODGE CREEK CIR,Fry's Spring,145.9909228441755
3622,2012-03-29,21A129130,158500,38.016921999999994,-78.503834,3489,,Single Family Attached,2 Sty Attached,C,1994.0,3,1,2,0,2.00,1302.0,127 LODGE CREEK CIR,127 LODGE CREEK CIR,Fry's Spring,121.7357910906298
3623,2000-04-03,21A129130,40000,38.016921999999994,-78.503834,3489,,Single Family Attached,2 Sty Attached,C,1994.0,3,1,2,0,2.00,1302.0,127 LODGE CREEK CIR,127 LODGE CREEK CIR,Fry's Spring,30.721966205837173
3624,2000-10-11,21A129130,86600,38.016921999999994,-78.503834,3489,,Single Family Attached,2 Sty Attached,C,1994.0,3,1,2,0,2.00,1302.0,127 LODGE CREEK CIR,127 LODGE CREEK CIR,Fry's Spring,66.51305683563749
3625,2009-08-04,21A129140,204500,38.01695,-78.503716,3490,,Single Family Attached,2 Sty Attached,C,1994.0,3,1,2,0,2.00,1302.0,129 LODGE CREEK CIR,129 LODGE CREEK CIR,Fry's Spring,157.06605222734254
3626,2018-06-04,21A129140,249000,38.01695,-78.503716,3490,,Single Family Attached,2 Sty Attached,C,1994.0,3,1,2,0,2.00,1302.0,129 LODGE CREEK CIR,129 LODGE CREEK CIR,Fry's Spring,191.2442396313364
