0,LATITUDE,LONGITUDE
682 EVERGREEN AVE,38.0366679,-78.4714426
678 EVERGREEN AVE,38.0365135,-78.4715314
676 EVERGREEN AVE,38.0363591,-78.47162019999999
674 EVERGREEN AVE,38.0362091,-78.4717534
672 EVERGREEN AVE,38.0360591,-78.4718862
670 EVERGREEN AVE,38.0359498,-78.4720198
666 EVERGREEN AVE,38.0358174,-78.47233059999999
660 EVERGREEN AVE,38.0358846,-78.472597
656 EVERGREEN AVE,38.0359477,-78.47281629999999
654 EVERGREEN AVE,38.0359693,-78.473041
650 EVERGREEN AVE,38.0360729,-78.473263
638 EVERGREEN AVE,38.0360993,-78.47352939999999
632 EVERGREEN AVE,38.03612560000001,-78.47379579999999
628 EVERGREEN AVE,38.036184,-78.47397339999999
622 EVERGREEN AVE,38.036174,-78.47424
616 EVERGREEN AVE,38.0362775,-78.4745062
636 PARK ST,38.0364419,-78.4749523
632 PARK ST,38.0362217,-78.4749724
630 PARK ST,38.0358727,-78.4749502
613 PARK LN E,38.035833,-78.47432859999999
615 PARK LN E,38.035744,-78.47406219999999
617 PARK LN E,38.03575319999999,-78.4738545
0 PARK LN E,38.0356627,-78.47462689999999
0 EVERGREEN AVE,38.0361717,-78.47306100000002
701 LEXINGTON AVE,38.0350987,-78.4716646
709 LEXINGTON AVE,38.0352575,-78.47162019999999
711 LEXINGTON AVE,38.0353303,-78.4715314
713 LEXINGTON AVE,38.0354848,-78.471443
717 LEXINGTON AVE,38.0355582,-78.4713508
721 LEXINGTON AVE,38.0357121,-78.4712655
723 LEXINGTON AVE,38.0358663,-78.4711762
731 LEXINGTON AVE,38.0360164,-78.471043
737 LEXINGTON AVE,38.0361795,-78.471043
739 LEXINGTON AVE,38.0362932,-78.4709542
741 LEXINGTON AVE,38.0364112,-78.4709098
745 LEXINGTON AVE,38.03656489999999,-78.4708225
747 LEXINGTON AVE,38.0367156,-78.4706877
761 LEXINGTON AVE,38.0369092,-78.47059689999999
763 LEXINGTON AVE,38.0371104,-78.47055449999999
756 LEXINGTON AVE,38.0370503,-78.4700538
752 LEXINGTON AVE,38.0369037,-78.4701118
750 LEXINGTON AVE,38.036784,-78.4701565
748 LEXINGTON AVE,38.0366716,-78.4702437
746 LEXINGTON AVE,38.0365664,-78.4702973
744 LEXINGTON AVE,38.0363994,-78.4703777
742 LEXINGTON AVE,38.0362808,-78.4704217
740 LEXINGTON AVE,38.0361226,-78.47046420000001
738 LEXINGTON AVE,38.0360086,-78.4705529
722 LEXINGTON AVE,38.0358533,-78.4706422
718 LEXINGTON AVE,38.0356591,-78.470732
716 LEXINGTON AVE,38.0354144,-78.47073209999999
712 LEXINGTON AVE,38.0352685,-78.4709093
710 LEXINGTON AVE,38.0351144,-78.4709986
703 ST CHARLES AVE,38.03483629999999,-78.4706514
704 LEXINGTON AVE,38.0350038,-78.4711009
700 LEXINGTON AVE,38.0348626,-78.47119239999999
701 ST CHARLES AVE,38.0347252,-78.4707765
620 LEXINGTON AVE,38.034629,-78.471313
621 ST CHARLES AVE,38.0344484,-78.4708654
616 LEXINGTON AVE,38.0345419,-78.4713982
609 ST CHARLES AVE,38.0343304,-78.4709098
612 LEXINGTON AVE,38.03442829999999,-78.471487
607 ST CHARLES AVE,38.0342121,-78.4710541
605 ST CHARLES AVE,38.03411190000001,-78.4711762
608 LEXINGTON AVE,38.0342695,-78.4715314
909 SYCAMORE ST,38.0339167,-78.471265
606 LEXINGTON AVE,38.0341603,-78.4716646
600 LEXINGTON AVE,38.0340467,-78.4717534
601 LEXINGTON AVE,38.0343029,-78.4722851
603 LEXINGTON AVE,38.0343762,-78.47219740000001
605 LEXINGTON AVE,38.0345306,-78.47210860000001
607 LEXINGTON AVE,38.0346487,-78.47206419999999
615 LEXINGTON AVE,38.0347579,-78.471931
621 LEXINGTON AVE,38.0348929,-78.471955
614 MALCOLM CRES,38.0346449,-78.473263
615 MALCOLM CRES,38.0349625,-78.4731742
611 KELLY AVE,38.0349958,-78.4726858
609 KELLY AVE,38.034842,-78.4727765
607 KELLY AVE,38.0346597,-78.47289669999999
605 KELLY AVE,38.0345325,-78.4729522
711 FARISH ST,38.0342965,-78.473041
709 FARISH ST,38.0343141,-78.4732186
707 FARISH ST,38.034376,-78.47344009999999
600 MALCOLM CRES,38.034551,-78.4739766
608 MALCOLM CRES,38.0347064,-78.47388459999999
612 MALCOLM CRES,38.0346349,-78.4735738
613 MALCOLM CRES,38.0350678,-78.4733966
611 MALCOLM CRES,38.0350478,-78.4736163
609 MALCOLM CRES,38.0350698,-78.4738402
607 MALCOLM CRES,38.0350548,-78.4741066
603 MALCOLM CRES,38.034832,-78.47432859999999
605 MALCOLM CRES,38.0348816,-78.4743135
601 MALCOLM CRES,38.034596,-78.4744174
540 PARK ST,38.0348338,-78.4751722
603 FARISH ST,38.0347447,-78.4746838
616 PARK ST,38.0352971,-78.4749058
614 PARK ST,38.0349939,-78.4747282
620 PARK ST,38.0355682,-78.47497229999999
615 KELLY AVE,38.0352764,-78.47284119999999
618 PARK LN E,38.0353812,-78.4739262
617 PARK ST,38.0355249,-78.47597139999999
0 WINE ST,38.0310663,-78.4789692
221 WINE ST,38.0355325,-78.4764598
621 PARK ST,38.03584250000001,-78.47588259999999
625 PARK ST,38.0360378,-78.47579379999999
627 PARK ST,38.0362374,-78.47574940000001
611 PARK ST,38.03518469999999,-78.476038
601 PARK ST,38.0345583,-78.47630439999999
329 PARKWAY ST,38.0347108,-78.476815
330 PARKWAY ST,38.0343568,-78.4769482
332 PARKWAY ST,38.0343028,-78.476815
336 PARKWAY ST,38.0342444,-78.4766374
517 PARK ST,38.0342093,-78.4762822
515 PARK ST,38.0340505,-78.4763266
509 PARK ST,38.0338326,-78.47639319999999
501 PARK ST,38.0336958,-78.47665959999999
407 HEDGE ST,38.0337491,-78.4769926
405 HEDGE ST,38.0338439,-78.4771258
403 HEDGE ST,38.0338979,-78.47725899999999
401 HEDGE ST,38.0339111,-78.4773922
501 HEDGE ST,38.0340613,-78.4769651
315 HEDGE ST,38.0340015,-78.47748100000001
434 4TH ST NE,38.033422,-78.477424
0 HEDGE ST,38.0338941,-78.47780159999999
404 HEDGE ST,38.0335671,-78.4772146
406 HEDGE ST,38.0335539,-78.4770814
408 HEDGE ST,38.0334999,-78.4769482
435 PARK ST,38.0333744,-78.4765042
433 PARK ST,38.0332608,-78.476593
427 PARK ST,38.0330976,-78.476593
421 PARK ST,38.0329796,-78.4766374
418 4TH ST NE,38.0331958,-78.4774618
414 4TH ST NE,38.0331758,-78.4775872
412-414 4TH ST NE,38.032862,-78.477537
401 E HIGH ST,38.0324541,-78.477925
407 E HIGH ST,38.0323594,-78.47779179999999
409 4TH ST NE,38.032886,-78.477887
411 E HIGH ST,38.0323788,-78.47737
409 E HIGH ST,38.0327127,-78.4773506
417-19 PARK ST,38.0327783,-78.4768217
415 PARK ST,38.0325935,-78.4768594
413 PARK ST,38.0324755,-78.4769038
409 PARK ST,38.0323437,-78.47701479999999
403 PARK ST,38.0322844,-78.47713689999999
401 PARK ST,38.0321667,-78.4770814
410 E HIGH ST,38.0318604,-78.4776393
405 E HIGH ST,38.031891,-78.478133
418 E JEFFERSON ST,38.0311897,-78.4779866
211 5TH ST NE,38.0309438,-78.4781248
414 E JEFFERSON ST,38.0312548,-78.47812429999999
412 E JEFFERSON ST,38.03129,-78.47822599999999
410 E JEFFERSON ST,38.0313512,-78.4783246
402 E JEFFERSON ST,38.0313983,-78.4784911
401 E MARKET ST,38.0309287,-78.478591
415 E MARKET ST,38.0307584,-78.47813409999999
414 E MARKET ST,38.0303719,-78.4783246
404 E MARKET ST,38.0304529,-78.4785244
406 E MARKET ST,38.0304189,-78.478591
408 E MARKET ST,38.0304672,-78.47853119999999
410-412 E MARKET ST,38.0306193,-78.4784609
400-402 E MARKET ST,38.030627,-78.4788152
112-114 4TH ST NE,38.030533,-78.47892399999999
110 4TH ST NE,38.0304828,-78.4789648
108 4TH ST NE,38.0304082,-78.4789803
401-07 E MAIN ST,38.0301532,-78.4790608
411-13 E MAIN ST,38.0301739,-78.4788488
415-417 E MAIN ST,38.03013869999999,-78.4787406
419-421 E MAIN ST,38.0301064,-78.4786458
423 E MAIN ST,38.030049,-78.4786948
425 E MAIN ST,38.029993,-78.478554
508 E MAIN ST,38.029621,-78.47827099999999
506 E MAIN ST,38.02969,-78.478326
100 5TH ST SE,38.029701,-78.478431
102 5TH ST SE,38.029644,-78.478459
104 5TH ST SE,38.02958400000001,-78.4784899
106 5TH ST SE,38.029523,-78.4785179
108 5TH ST SE,38.0296098,-78.4784578
510 E MAIN ST,38.02954709999999,-78.4782358
512-520 E MAIN ST,38.02946499999999,-78.4781297
524 E MAIN ST,38.0293255,-78.47805819999999
112 5TH ST SE,38.029271,-78.47846299999999
110 5TH ST SE,38.0293386,-78.4786677
501 E WATER ST,38.0291894,-78.4786201
503 E WATER ST,38.0291992,-78.4787636
505 E WATER ST,38.0291892,-78.47873520000002
507 E WATER ST,38.0291792,-78.47870669999999
509 E WATER ST,38.0292657,-78.4782796
511 E WATER ST,38.029101,-78.478262
515 E WATER ST,38.02906180000001,-78.4782802
530 E MAIN ST,38.0292313,-78.4777252
534 E MAIN ST,38.0294021,-78.477582
605 E MAIN ST & 7TH ST NE,38.0298943,-78.4774144
0 E MAIN ST & E MARKET ST,38.0263874,-78.4673962
500 E MARKET ST,38.0307841,-78.4781349
106 5TH ST NE,38.0301859,-78.4781804
102 5TH ST NE,38.0300926,-78.4777696
110 5TH ST NE,38.0298368,-78.4782652
503 E MAIN ST,38.0299124,-78.4782685
505 E MAIN ST,38.0298316,-78.4779664
507 E MAIN ST,38.0297683,-78.4779547
513 E MAIN ST,38.0300695,-78.47787699999999
100 5TH ST NE,38.0298419,-78.4784993
102-104 5TH ST NE,38.0300926,-78.4777696
108 5TH ST NE,38.0300926,-78.4777696
206 5TH ST NE,38.0307768,-78.47788059999999
208-212 5TH ST NE,38.0308829,-78.4779128
214 5TH ST NE,38.0309738,-78.47775879999999
500 COURT SQ,38.0310995,-78.4776364
300 COURT SQ,38.0309471,-78.4773515
503 E MARKET ST,38.0305074,-78.47772429999999
220 COURT SQ,38.030917,-78.47701599999999
222-224 COURT SQ,38.0309469,-78.47687479999999
601-617 E MARKET ST,38.0305544,-78.4769288
213 7TH ST NE,38.0307675,-78.4765486
614 E JEFFERSON ST,38.031001,-78.476417
612 E JEFFERSON ST,38.03109389999999,-78.4765486
230 COURT SQ,38.0312063,-78.4768594
0 COURT SQ,38.0311966,-78.4775696
300-302 PARK ST,38.0314756,-78.4768873
350 PARK ST,38.0317461,-78.47674839999999
614 E HIGH ST,38.0315302,-78.4762156
619 E HIGH ST,38.0318936,-78.47597139999999
615 E HIGH ST,38.031889,-78.476196
609 E HIGH ST,38.03196519999999,-78.4762822
402 PARK ST AT HIGH ST,38.0320367,-78.476593
408 PARK ST,38.0322728,-78.4765042
414 PARK ST,38.0324272,-78.4764154
416 PARK ST,38.0325904,-78.4764154
420 PARK ST,38.0327404,-78.4762822
612 MAPLE ST,38.032473,-78.47597999999999
425 7TH ST NE,38.0325609,-78.47570499999999
413 7TH ST NE,38.032325,-78.475808
506 PARK ST,38.033203,-78.47574
532 PARK ST,38.0343618,-78.4753499
534 PARK ST,38.0345432,-78.4753277
620 FARISH ST,38.03425,-78.47479899999999
622 FARISH ST,38.0342011,-78.4745506
0 8TH ST NE,38.0321083,-78.4749661
500 PARK ST,38.0331918,-78.47568310000001
513 8TH ST NE,38.0332671,-78.474595
520 7TH ST NE,38.0332979,-78.4749058
508 7TH ST NE,38.0331434,-78.4749946
511 8TH ST NE,38.0331535,-78.4746838
509 8TH ST NE,38.0330719,-78.4746838
507 8TH ST NE,38.0329539,-78.4747282
505 8TH ST NE,38.0328855,-78.4748614
506 7TH ST NE,38.0329074,-78.4750834
701 MAPLE ST,38.032682,-78.475183
705 MAPLE ST,38.032669,-78.4749719
503 8TH ST NE,38.0327179,-78.474817
707 MAPLE ST,38.0325725,-78.4748947
701 E HIGH ST,38.0320186,-78.475452
710 E HIGH ST,38.0313193,-78.4755275
700 E HIGH ST,38.0313864,-78.47579379999999
703 E JEFFERSON ST,38.03126839999999,-78.4758382
707 E JEFFERSON ST,38.0311605,-78.4755718
700 E JEFFERSON ST,38.030937,-78.475938
212 7TH ST NE,38.030565,-78.47616699999999
1 SNL PLZ,38.0293059,-78.47667810000002
701 E MARKET ST,38.030246,-78.47622600000001
120 7TH ST NE,38.02977,-78.47657079999999
600 E WATER ST,38.0288145,-78.4776364
701 E WATER ST,38.028887,-78.474846
550 E WATER ST,38.028866,-78.47869
830 E MARKET ST,38.0295289,-78.4757209
801-805 E MARKET ST,38.0299547,-78.4755916
0 9TH ST & E MARKET ST,38.0263874,-78.4673962
209 9TH ST NE,38.0300466,-78.47513889999999
808 E JEFFERSON ST,38.0305447,-78.4753277
806 E JEFFERSON ST,38.0309032,-78.4753107
804 E JEFFERSON ST,38.0308433,-78.4753714
802 E JEFFERSON ST,38.0308443,-78.4754033
800 E JEFFERSON ST,38.0307801,-78.4754387
210 8TH ST NE,38.0304756,-78.4756606
820 E JEFFERSON ST,38.0305739,-78.4746949
818 E JEFFERSON ST,38.0305911,-78.4749724
801 E JEFFERSON ST,38.0310525,-78.47530549999999
800 E HIGH ST,38.0312113,-78.4752611
806 E HIGH ST,38.0311937,-78.4750834
809 E JEFFERSON ST,38.0309766,-78.4749502
813 E JEFFERSON ST,38.0309182,-78.4747726
815 E JEFFERSON ST,38.0308598,-78.474595
819 E JEFFERSON ST,38.0308133,-78.47448469999999
816 E HIGH ST,38.030974,-78.474386
814 E HIGH ST,38.0310142,-78.4745062
812 E HIGH ST,38.0310726,-78.4746838
810 E HIGH ST,38.03113099999999,-78.4748614
801 E HIGH ST,38.0316294,-78.4749502
404 8TH ST NE,38.0320263,-78.474783
404 MAPLE ST,38.0320198,-78.4747726
815 E HIGH ST,38.0315359,-78.4744174
411 LEXINGTON AVE,38.0315823,-78.47406219999999
415 LEXINGTON AVE,38.0316959,-78.47397339999999
419 LEXINGTON AVE,38.0318139,-78.47392900000001
423 LEXINGTON AVE,38.0318868,-78.4738402
425 LEXINGTON AVE,38.03196399999999,-78.47379579999999
425 MAPLE ST,38.032715,-78.4738239
514 8TH ST NE,38.0332819,-78.4742287
516 8TH ST NE,38.0333908,-78.4741954
518 8TH ST NE,38.0335044,-78.4741066
520 8TH ST NE,38.0336723,-78.4740511
522 8TH ST NE,38.0337372,-78.47397099999999
524 8TH ST NE,38.0338584,-78.47397339999999
530 8TH ST NE,38.034186,-78.47372899999999
528 8TH ST NE,38.03409000000001,-78.4738402
526 8TH ST NE,38.0339715,-78.47388440000002
710 FARISH ST,38.0340373,-78.4733074
527 KELLY AVE,38.0339193,-78.4733518
525 KELLY AVE,38.03380569999999,-78.4734406
523 LEXINGTON AVE,38.0340346,-78.4724628
519 LEXINGTON AVE,38.0339174,-78.4725082
517 LEXINGTON AVE,38.033763,-78.472597
513 LEXINGTON AVE,38.0336494,-78.4726858
509 LEXINGTON AVE,38.0335358,-78.4727746
503 LEXINGTON AVE,38.0334221,-78.4728634
501 LEXINGTON AVE,38.0332633,-78.4729078
500 LEXINGTON AVE,38.0330926,-78.47241939999999
502 LEXINGTON AVE,38.0332106,-78.472375
508 LEXINGTON AVE,38.0333198,-78.47224179999999
512 LEXINGTON AVE,38.03343780000001,-78.47219740000001
516 LEXINGTON AVE,38.0335467,-78.4720655
520 LEXINGTON AVE,38.0336607,-78.47197539999999
524 LEXINGTON AVE,38.0338189,-78.4719329
515 LOCUST AVE,38.0330161,-78.4707818
513 LOCUST AVE,38.0328528,-78.47082089999999
509 LOCUST AVE,38.0327483,-78.47089869999999
507 LOCUST AVE,38.0326255,-78.4709986
459 LOCUST AVE,38.0327768,-78.4719088
915 E HIGH ST,38.0320342,-78.4718853
908 E HIGH ST,38.0313423,-78.4733255
822 E HIGH ST,38.0313803,-78.47361839999999
820  E HIGH ST,38.0311209,-78.4737292
820 E HIGH ST,38.0311209,-78.4737292
818 E HIGH ST,38.0309935,-78.47388459999999
901 E JEFFERSON ST,38.0308027,-78.47401780000001
907 E JEFFERSON ST,38.0306991,-78.47379579999999
911 E JEFFERSON ST,38.0305911,-78.47352939999999
913 E JEFFERSON ST,38.030578,-78.4733962
917 E JEFFERSON ST,38.0305171,-78.4732963
921 E JEFFERSON ST,38.030576,-78.47301399999999
918 9 1/2 ST NE,38.0307732,-78.4733074
920 9 1/2 ST NE,38.0308912,-78.473263
922 9 1/2 ST NE,38.0310092,-78.4732186
910 E HIGH ST,38.0313093,-78.4729522
912 E HIGH ST,38.0313325,-78.4727746
914 E HIGH ST,38.0313469,-78.4725082
916 E HIGH ST,38.0312251,-78.4723084
920 E HIGH ST,38.0313394,-78.4720198
325 10TH ST NE,38.030906,-78.472432
311 10TH ST NE,38.0307669,-78.47241939999999
315 10TH ST NE,38.0307117,-78.4726858
934 E JEFFERSON ST,38.0299948,-78.4728634
932 E JEFFERSON ST,38.0300532,-78.473041
930 E JEFFERSON ST,38.030057,-78.473231
211 10TH ST NE,38.029742,-78.473248
0 10TH ST NE,38.0298889,-78.4727602
925 E MARKET ST,38.0291988,-78.4736848
923 E MARKET ST,38.02952399999999,-78.4740844
913 E MARKET ST,38.0295497,-78.4745506
909 E MARKET ST,38.0296037,-78.4746838
901-905 E MARKET ST,38.0297422,-78.47481169999999
900 E JEFFERSON ST,38.0304298,-78.474373
902 E JEFFERSON ST,38.03040600000001,-78.47403790000001
908 E JEFFERSON ST,38.0302496,-78.4739956
914 E JEFFERSON ST,38.0301326,-78.4736384
922 E JEFFERSON ST,38.0301291,-78.4733962
528 LOCUST AVE,38.0330272,-78.47011049999999
524 LOCUST AVE,38.0329132,-78.470199
520 LOCUST AVE,38.0327956,-78.4702437
516 LOCUST AVE,38.032682,-78.4703325
510 LOCUST AVE,38.0325269,-78.4704223
506 LOCUST AVE,38.032414,-78.4705101
400 LOCUST AVE,38.0318829,-78.4707099
1007 E HIGH ST,38.0320022,-78.4702659
1009 E HIGH ST,38.0319576,-78.47002169999999
501 GROVE AVE,38.0322031,-78.4698219
505 GROVE AVE,38.0324165,-78.4697109
521 GROVE AVE,38.0325301,-78.4696221
525 GROVE AVE,38.0327573,-78.4694445
506 GROVE AVE,38.0325231,-78.4689338
1104 SYCAMORE ST,38.0323926,-78.4686452
504 GROVE AVE,38.0323141,-78.4690893
1115 E HIGH ST,38.0320561,-78.46895599999999
1101 E HIGH ST,38.0320687,-78.4692891
1100 E HIGH ST,38.0315766,-78.4700883
1108 E HIGH ST,38.0315829,-78.4695333
1106 E HIGH ST,38.0315596,-78.4697109
1112 E HIGH ST,38.0314994,-78.4694112
1114 E HIGH ST,38.0316205,-78.4690893
1116 E HIGH ST,38.0315985,-78.4688672
1119 MERIWETHER ST,38.0311353,-78.4691337
1200 SYCAMORE ST,38.032171,-78.4684676
401 ORANGE ST,38.0322193,-78.4682345
1120 E HIGH ST,38.0316945,-78.46860079999999
1122 E HIGH ST,38.0317134,-78.4683788
1124 E HIGH ST,38.031686,-78.468261
1117 MERIWETHER ST,38.0311952,-78.4688117
1121 MERIWETHER ST,38.0311277,-78.4686452
1137 MERIWETHER ST,38.0310241,-78.46842319999999
1139 MERIWETHER ST,38.0309749,-78.4682345
1126 E HIGH ST,38.031647,-78.4679893
1128 E HIGH ST,38.031665,-78.4678904
1141 MERIWETHER ST,38.0309074,-78.468068
1143 MERIWETHER ST,38.0308534,-78.4679348
1145 MERIWETHER ST,38.03080629999999,-78.4677683
1147 MERIWETHER ST,38.0307818,-78.467624
1201 MERIWETHER ST,38.0306826,-78.46744629999999
1203 MERIWETHER ST,38.03062420000001,-78.46726869999999
1205 MERIWETHER ST,38.0305771,-78.4671022
1207 MERIWETHER ST,38.0305118,-78.4669579
1209 MERIWETHER ST,38.0304578,-78.46682469999999
0 MERIWETHER ST,38.0305871,-78.467671
1213 MERIWETHER ST,38.0303729,-78.4664693
1217 MERIWETHER ST,38.0302732,-78.4662618
507 13TH ST NE,38.0307185,-78.4660604
509 13TH ST NE,38.0308495,-78.4662474
511 13TH ST NE,38.0309044,-78.4665006
517 13TH ST NE,38.0311502,-78.4672243
1130 E HIGH ST,38.0317654,-78.4676684
1134 E HIGH ST,38.0317874,-78.4671688
1138 E HIGH ST,38.0317679,-78.4668691
1140 E HIGH ST,38.0317503,-78.4666915
1142 E HIGH ST,38.0317371,-78.4665583
1202 E HIGH ST,38.0317339,-78.46611419999999
426 13TH ST NE,38.0311495,-78.465981
1326 E HIGH ST,38.0316266,-78.465648
513 STEWART ST,38.0311696,-78.4653594
521 STEWART ST,38.0314824,-78.46556989999999
511 STEWART ST,38.031002,-78.46531499999999
509 STEWART ST,38.0309028,-78.4651373
507 STEWART ST,38.0307578,-78.46511509999999
505 STEWART ST,38.0306209,-78.465097
442 MEADE AVE,38.0304763,-78.46494179999999
422 13TH ST NE,38.03067679999999,-78.46563689999999
420 13TH ST NE,38.0305067,-78.46567019999999
418 13TH ST NE,38.0303479,-78.4657146
439 MEADE AVE,38.03016830000001,-78.4651373
416 13TH ST NE,38.0302412,-78.4657701
414 13TH ST NE,38.0301615,-78.4658922
412 13TH ST NE,38.0300071,-78.465981
427 MEADE AVE,38.0298683,-78.46540379999999
425 MEADE AVE,38.0297547,-78.46549259999999
423 MEADE AVE,38.0296367,-78.465537
410 13TH ST NE,38.0298935,-78.4660698
408 13TH ST NE,38.0297685,-78.46614749999999
406 13TH ST NE,38.029621,-78.466203
413 MEADE AVE,38.029427,-78.46574
404 13TH ST NE,38.0295074,-78.4662918
405 MEADE AVE,38.0292233,-78.46579229999999
403 MEADE AVE,38.0291006,-78.4658922
401 MEADE AVE,38.0289939,-78.4659477
400 13TH ST NE,38.0292656,-78.46646059999999
402 13TH ST NE,38.0293947,-78.466382
1215 LITTLE HIGH ST,38.029429,-78.4667359
403 13TH ST NE,38.0295922,-78.4667359
1216 MERIWETHER ST,38.0299694,-78.4664251
1212 MERIWETHER ST,38.0300234,-78.4665583
1210 MERIWETHER ST,38.0300909,-78.4667248
1213 LITTLE HIGH ST,38.0295326,-78.4669579
1211 LITTLE HIGH ST,38.0295788,-78.46711479999999
1209 LITTLE HIGH ST,38.029639,-78.467303
1208 MERIWETHER ST,38.0301402,-78.46691349999999
1206 MERIWETHER ST,38.03025350000001,-78.46708339999999
1204 MERIWETHER ST,38.0300574,-78.4673131
1207 LITTLE HIGH ST,38.0296872,-78.4674508
1205 LITTLE HIGH ST,38.02974,-78.4676123
1203 LITTLE HIGH ST,38.0298521,-78.4677128
1202 MERIWETHER ST,38.030311,-78.4674019
1200 MERIWETHER ST,38.03038069999999,-78.4675907
1201 LITTLE HIGH ST,38.0298741,-78.4679348
1129 LITTLE HIGH ST,38.029957,-78.4682567
403 12TH ST NE,38.0301365,-78.4681124
1127 LITTLE HIGH ST,38.0300449,-78.46842319999999
409 12TH ST NE,38.0304454,-78.4679348
1144 MERIWETHER ST,38.0304993,-78.468068
1140 MERIWETHER ST,38.0306393,-78.4682456
1125 LITTLE HIGH ST,38.0301033,-78.46860079999999
1121 LITTLE HIGH ST,38.0302521,-78.4688672
1126 MERIWETHER ST,38.0306977,-78.46842319999999
1124 MERIWETHER ST,38.0307561,-78.46860079999999
1120 MERIWETHER ST,38.0308145,-78.4687784
1118 MERIWETHER ST,38.0308773,-78.46900049999999
1119 LITTLE HIGH ST,38.03031920000001,-78.4691337
1117 LITTLE HIGH ST,38.0303732,-78.4692669
1115 LITTLE HIGH ST,38.0304404,-78.4695333
0 LITTLE HIGH ST,38.0300199,-78.4689396
1107-A LITTLE HIGH ST,38.03066800000001,-78.470128
1109 LITTLE HIGH ST,38.0305572,-78.4698885
402 11TH ST NE,38.0308753,-78.4697126
1107-B LITTLE HIGH ST,38.030638,-78.47003099999999
406 11TH ST NE,38.0312496,-78.47028809999999
0 11TH ST NE,38.030057,-78.4711959
1105 LITTLE HIGH ST,38.0306783,-78.47028809999999
1101 LITTLE HIGH ST,38.0308315,-78.4705989
1013 LITTLE HIGH ST,38.0309031,-78.4709098
1011 LITTLE HIGH ST,38.0310067,-78.4711318
1000 E HIGH ST,38.0314837,-78.4707987
410 10TH ST NE,38.0313,-78.471373
400 10TH ST NE,38.0310732,-78.471598
316-320 10TH ST NE,38.030734,-78.4717663
1010 LITTLE HIGH ST,38.0305839,-78.47127499999999
323 11TH ST NE,38.0304894,-78.471265
316 10TH ST NE,38.0305233,-78.4720198
321 11TH ST NE,38.0303714,-78.4713094
319 11TH ST NE,38.0301806,-78.4714426
308 10TH ST NE,38.0303281,-78.47210860000001
1011 E JEFFERSON ST,38.0298931,-78.472042
1002 E JEFFERSON ST,38.02961,-78.4726858
1004 E JEFFERSON ST,38.0295516,-78.4725082
1006 E JEFFERSON ST,38.0295384,-78.472375
1008 E JEFFERSON ST,38.0294392,-78.47219740000001
1014 E JEFFERSON ST,38.0293765,-78.47197539999999
1020 E JEFFERSON ST,38.0293225,-78.4718422
211 11TH ST NE,38.0290136,-78.4720198
207 11TH ST NE,38.02894,-78.472261
1001 E MARKET ST,38.0288473,-78.47301879999999
210 10TH ST NE,38.0292991,-78.4729955
1009 E MARKET ST,38.0287531,-78.4726858
1011 E MARKET ST,38.028731,-78.472527
1015 E MARKET ST,38.028668,-78.472376
1017 E MARKET ST,38.02858680000001,-78.47224179999999
1014 E MARKET ST,38.0282239,-78.47252309999999
1016-18 E MARKET ST,38.0280826,-78.4723667
1100-06 E MARKET ST,38.027833,-78.472088
1108 E MARKET ST,38.027853,-78.4717469
1116 E MARKET ST,38.0278636,-78.4715314
1118 E MARKET ST,38.0277104,-78.4712206
1120 E MARKET ST,38.0276024,-78.4709542
1122 E MARKET ST,38.0275484,-78.47082089999999
1124 E MARKET ST,38.02749439999999,-78.4706877
1110&1112 E MARKET ST,38.02718,-78.47122399999999
1126 E MARKET ST,38.0274405,-78.47055449999999
1128 E MARKET ST,38.0273865,-78.4704213
1130-32 E MARKET ST,38.0268787,-78.47036179999999
1125 E MARKET ST,38.0277284,-78.47017149999999
207 12TH ST NE,38.0279456,-78.4697633
1121-23 E MARKET ST,38.0280268,-78.4704548
1119 E MARKET ST,38.028188,-78.470855
1117 E MARKET ST,38.0282999,-78.47119839999999
1109 E MARKET ST,38.028421,-78.471453
1107 E MARKET ST,38.0282848,-78.4716646
1105 E MARKET ST,38.0283796,-78.47179779999999
1103 E MARKET ST,38.0283997,-78.4718977
1101 E MARKET ST,38.0284289,-78.4719865
206 11TH ST NE,38.0287424,-78.4717534
1100 E JEFFERSON ST,38.0291699,-78.4713316
1108 E JEFFERSON ST,38.0290845,-78.4710874
1110 E JEFFERSON ST,38.0290262,-78.4709098
1112 E JEFFERSON ST,38.0290086,-78.47073209999999
1114 E JEFFERSON ST,38.0289502,-78.47055449999999
1116 E JEFFERSON ST,38.0288962,-78.4704213
1120 E JEFFERSON ST,38.0288378,-78.4702437
1122 E JEFFERSON ST,38.0287838,-78.47011049999999
1124 E JEFFERSON ST,38.0287254,-78.4699329
1126 E JEFFERSON ST,38.0286671,-78.4697553
209 12TH ST NE,38.0281278,-78.4696665
211 12TH ST NE,38.0282822,-78.4695777
217 12TH ST NE,38.0285139,-78.4694445
301 FARM LN,38.0289891,-78.4697109
1115 E JEFFERSON ST,38.02913789999999,-78.4699773
303 FARM LN,38.0292979,-78.4695333
1113 E JEFFERSON ST,38.0292327,-78.47011049999999
1111 E JEFFERSON ST,38.029291,-78.47028809999999
1109 E JEFFERSON ST,38.0293086,-78.47046569999999
1107 E JEFFERSON ST,38.0294034,-78.4705989
1101 E JEFFERSON ST,38.02960119999999,-78.4711557
320 11TH ST NE,38.03001700000001,-78.470755
